Player,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,team,Ht,Wt,Exp,PER,TS%,3PAr,AST%,STL%,BLK%,TOV%,USG%,OWS,WS,WS/48,BPM,OBPM,VORP,TRB%
Sam Cassell,PG,24,66,6,17.0,2.5,5.9,.418,0.4,1.3,.295,2.1,4.5,.453,.451,1.4,1.6,.841,0.4,1.7,2.0,2.9,0.9,0.1,1.4,2.1,6.7,1994/1995,HOU,6-3,185,R,13.1,.506,.227,25.8,2.7,0.4,17.8,20.9,0.4,2.2,.093,-0.7,-2.1,0.4,6.6
Duane Causwell,C,25,41,8,16.4,1.7,3.3,.518,0.0,0.0,0,1.7,3.3,.518,.518,1.0,1.7,.588,1.7,2.9,4.5,0.3,0.5,1.2,0.8,2.7,4.4,1994/1995,SAC,7-0,240,3,11.8,.545,.000,2.3,1.4,4.6,16.5,12.5,0.4,1.2,.085,-2.6,-3.2,-0.1,15.1
Cedric Ceballos,SF,24,53,43,30.2,8.0,15.0,.535,0.0,0.2,.000,8.0,14.8,.541,.535,3.0,4.2,.724,2.9,3.6,6.5,1.7,1.1,0.4,1.8,2.3,19.1,1994/1995,PHO,6-7,220,3,20.9,.566,.011,9.4,1.8,0.9,9.4,25.8,4.1,5.5,.166,2.3,3.2,1.8,12.1
Tom Chambers,PF,34,80,0,23.0,4.1,9.4,.440,0.2,0.6,.311,3.9,8.8,.448,.449,2.8,3.5,.786,1.1,3.0,4.1,1.0,0.5,0.4,1.1,2.9,11.2,1994/1995,UTA,6-10,220,12,13.4,.512,.060,6.8,1.1,1.2,9.3,23.1,1.8,3.9,.101,-2.3,-1.5,-0.1,10.2
Rex Chapman,SG,26,60,59,33.8,7.2,14.4,.498,1.1,2.8,.388,6.1,11.7,.524,.535,2.8,3.4,.816,1.0,1.5,2.4,3.1,1.0,0.1,2.0,1.4,18.2,1994/1995,WSB,6-4,185,5,16.9,.572,.191,15.3,1.5,0.2,10.9,22.7,4.2,3.9,.092,0.3,2.4,1.2,4.2
Calbert Cheaney,SG,22,65,21,24.7,5.0,10.7,.470,0.0,0.4,.043,5.0,10.4,.484,.471,1.9,2.5,.770,1.4,1.6,2.9,1.9,1.0,0.2,1.7,2.3,12.0,1994/1995,WSB,6-7,209,R,14.0,.508,.033,12.9,2.0,0.4,12.3,23.4,1.0,1.2,.035,-2.4,-0.9,-0.2,6.9
Pete Chilcutt,PF,25,46,24,21.2,3.3,7.1,.463,0.0,0.0,.000,3.3,7.1,.465,.463,0.7,1.1,.596,2.2,3.7,5.9,1.5,0.9,0.6,1.2,2.5,7.3,1994/1995,SAC,6-10,230,2,13.6,.477,.003,11.2,2.2,1.8,13.8,17.6,0.2,1.3,.063,-1.4,-1.5,0.2,15.2
Pete Chilcutt,PF,25,30,0,13.0,1.7,4.0,.425,0.1,0.5,.214,1.6,3.5,.453,.438,0.3,0.4,.769,1.0,2.4,3.3,0.5,0.3,0.4,0.6,1.6,3.8,1994/1995,DET,6-10,230,2,10.5,.457,.117,5.7,1.3,1.8,12.5,16.1,-0.1,0.2,.025,-4.6,-3.8,-0.3,14.2
Doug Christie,SG,23,65,34,23.3,3.8,8.6,.434,0.6,1.8,.328,3.2,6.8,.463,.469,2.2,3.2,.697,1.4,2.2,3.6,2.1,1.4,0.4,2.2,2.9,10.3,1994/1995,LAL,6-6,200,1,13.5,.514,.212,13.4,3.0,1.2,17.6,22.1,0.1,1.4,.044,-1.1,-1.1,0.3,8.4
Ben Coleman,PF,32,9,0,8.6,1.3,2.8,.480,0.0,0.0,0,1.3,2.8,.480,.480,0.4,0.9,.500,1.1,1.8,2.9,0.0,0.2,0.2,0.8,1.0,3.1,1994/1995,DET,6-9,235,4,11.6,.491,.000,0.0,1.3,1.7,19.7,20.2,-0.1,0.0,-0.004,-6.9,-3.9,-0.1,18.7
Derrick Coleman,PF,26,77,77,36.1,7.0,15.7,.447,0.5,1.6,.314,6.5,14.1,.462,.463,5.7,7.4,.774,3.4,7.9,11.3,3.4,0.9,1.8,2.7,2.7,20.2,1994/1995,NJN,6-10,230,3,21.4,.534,.100,15.6,1.2,3.2,12.5,25.3,5.5,9.9,.171,4.3,3.3,4.4,16.5
Bimbo Coles,PG,25,76,4,22.7,3.1,6.8,.449,0.3,1.3,.202,2.8,5.5,.507,.468,1.3,1.7,.779,0.7,1.4,2.1,3.5,1.0,0.2,1.4,1.7,7.7,1994/1995,MIA,6-1,180,3,13.0,.510,.191,22.7,2.2,0.5,15.7,17.1,1.8,3.2,.089,0.0,-0.3,0.9,5.2
Marty Conlon,C,26,16,8,23.6,4.1,6.8,.606,0.0,0.1,.000,4.1,6.8,.611,.606,1.9,2.4,.816,2.1,3.4,5.6,1.8,0.3,0.4,1.4,2.3,10.2,1994/1995,CHH,6-10,224,2,16.7,.648,.009,10.9,0.7,1.1,15.5,16.8,0.9,1.1,.145,-0.3,1.4,0.2,13.0
Marty Conlon,C,26,14,1,14.4,2.1,4.0,.518,0.0,0.1,.000,2.1,3.9,.527,.518,0.9,1.1,.800,1.4,2.2,3.6,0.4,0.3,0.1,0.7,2.4,5.0,1994/1995,WSB,6-10,224,2,11.8,.559,.018,4.5,1.0,0.3,13.8,15.5,0.3,0.3,.073,-4.5,-2.1,-0.1,14.5
Lester Conner,PG,34,11,0,15.4,1.3,3.5,.368,0.0,0.3,.000,1.3,3.2,.400,.368,0.3,0.5,.500,0.9,1.3,2.2,2.8,1.3,0.1,0.8,1.1,2.8,1994/1995,IND,6-4,180,10,12.0,.381,.079,25.5,4.3,0.4,18.1,12.9,0.0,0.3,.075,0.3,-2.3,0.1,8.2
Anthony Cook,PF,26,2,0,1.0,0.0,0.5,.000,0.0,0.0,0,0.0,0.5,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1994/1995,ORL,6-9,205,2,-7.9,.000,.000,0.0,0.0,62.9,50.0,42.7,0.0,0.0,-0.949,-8.8,-24.0,0.0,0.0
Anthony Cook,PF,26,23,0,8.7,1.1,2.3,.491,0.0,0.0,.000,1.1,2.3,.500,.491,0.4,1.1,.400,0.9,1.6,2.4,0.2,0.1,0.5,0.5,1.0,2.7,1994/1995,MIL,6-9,205,2,11.5,.484,.019,3.1,0.8,4.0,14.7,16.1,0.0,0.1,.029,-4.8,-3.6,-0.1,16.0
Duane Cooper,PG,24,23,2,5.9,0.8,1.8,.439,0.0,0.3,.143,0.7,1.5,.500,.451,0.5,0.7,.733,0.1,0.3,0.4,1.2,0.1,0.0,0.9,0.5,2.1,1994/1995,PHO,6-1,185,1,7.9,.504,.171,27.9,1.1,0.0,29.6,20.8,-0.2,-0.1,-0.038,-7.6,-4.3,-0.2,3.7
Tyrone Corbin,SF,31,82,17,26.2,3.3,7.2,.456,0.1,0.4,.207,3.2,6.8,.469,.461,1.4,1.8,.813,1.8,2.9,4.7,1.5,1.2,0.3,1.1,2.6,8.0,1994/1995,UTA,6-6,210,8,11.8,.506,.049,8.3,2.4,0.8,12.4,15.3,1.6,4.4,.099,-0.5,-1.2,0.8,10.4
Chris Corchiani,PG,25,51,0,9.2,0.8,1.8,.426,0.2,0.7,.289,0.6,1.1,.518,.484,0.5,0.7,.684,0.2,0.7,0.9,1.7,0.4,0.0,0.7,0.9,2.3,1994/1995,BOS,6-0,185,2,10.4,.528,.404,24.5,2.4,0.3,25.6,13.8,0.1,0.4,.038,-2.4,-2.4,0.0,5.3
Joe Courtney,PF,24,33,1,5.1,1.2,2.4,.513,0.0,0.0,0,1.2,2.4,.513,.513,0.7,1.0,.719,0.4,0.4,0.8,0.3,0.1,0.2,0.3,0.7,3.1,1994/1995,PHO,6-8,235,1,17.9,.559,.000,8.5,0.9,2.2,9.8,25.5,0.4,0.5,.142,-1.8,0.1,0.0,9.0
Joe Courtney,PF,24,19,0,9.3,1.4,3.7,.386,0.1,0.2,.667,1.3,3.5,.373,.400,0.5,0.8,.600,0.7,0.8,1.5,0.3,0.4,0.3,0.6,1.1,3.4,1994/1995,MIL,6-8,235,1,9.0,.424,.043,5.5,2.0,2.3,12.6,21.4,-0.2,-0.1,-0.031,-6.6,-4.6,-0.2,9.4
John Crotty,PG,24,45,0,7.0,1.0,2.2,.455,0.2,0.5,.458,0.8,1.7,.453,.510,0.7,0.8,.861,0.2,0.4,0.7,1.7,0.3,0.0,0.6,0.8,2.9,1994/1995,UTA,6-1,185,1,17.5,.575,.242,37.0,2.5,0.2,19.0,20.0,0.7,1.0,.160,2.5,2.2,0.4,5.7
Terry Cummings,PF,32,59,29,19.2,3.1,7.3,.428,0.0,0.0,.000,3.1,7.2,.430,.428,1.1,1.8,.589,2.2,2.8,5.0,0.8,0.5,0.2,1.0,2.3,7.3,1994/1995,SAS,6-9,220,11,12.7,.452,.005,6.9,1.5,0.8,11.0,21.1,0.4,1.8,.076,-3.7,-2.4,-0.5,14.8
Earl Cureton,PF,36,2,0,15.0,1.0,4.0,.250,0.0,0.0,0,1.0,4.0,.250,.250,0.0,1.0,.000,2.0,4.0,6.0,0.0,0.0,0.0,0.5,2.0,2.0,1994/1995,HOU,6-9,210,10,2.2,.225,.000,0.0,0.0,0.0,10.1,14.6,-0.1,0.0,-0.060,-13.4,-7.6,-0.1,22.2
Dell Curry,SG,29,82,0,26.5,6.5,14.3,.455,1.9,4.6,.402,4.6,9.7,.480,.520,1.4,1.6,.873,0.9,2.3,3.2,2.7,1.2,0.3,1.5,2.0,16.3,1994/1995,CHH,6-4,190,7,18.5,.543,.323,16.7,2.2,0.8,8.9,26.5,3.6,5.0,.110,2.8,3.5,2.6,6.7
Michael Curry,SG,25,10,0,4.3,0.3,1.4,.214,0.0,0.2,.000,0.3,1.2,.250,.214,0.3,0.4,.750,0.0,0.1,0.1,0.1,0.1,0.0,0.3,0.6,0.9,1994/1995,PHI,6-5,210,R,-3.9,.286,.143,3.3,1.2,0.0,16.0,19.0,-0.2,-0.2,-0.217,-13.5,-10.7,-0.1,1.3
Lloyd Daniels,SG,26,65,5,15.1,2.2,5.7,.376,0.7,1.9,.352,1.5,3.8,.389,.435,0.7,1.0,.719,0.7,1.0,1.7,1.4,0.4,0.2,0.9,1.1,5.7,1994/1995,SAS,6-7,205,1,11.2,.462,.336,14.5,1.6,1.1,13.0,21.0,0.2,1.1,.054,-0.7,-0.3,0.3,6.4
Brad Daugherty,C,28,50,50,36.8,5.9,12.1,.488,0.0,0.0,0,5.9,12.1,.488,.488,5.1,6.5,.785,2.6,7.6,10.2,3.0,0.8,0.7,2.2,2.9,17.0,1994/1995,CLE,7-0,245,7,18.4,.566,.000,12.9,1.2,1.3,12.8,21.0,3.9,6.4,.168,1.9,1.7,1.8,16.1
Antonio Davis,PF,25,81,4,21.4,2.7,5.2,.508,0.0,0.0,.000,2.7,5.2,.509,.508,2.4,3.7,.642,2.3,3.9,6.2,0.7,0.6,1.0,1.3,2.3,7.7,1994/1995,IND,6-9,215,R,15.2,.561,.002,4.7,1.3,3.3,16.1,16.8,2.3,5.0,.139,0.1,-0.2,0.9,16.9
Brian Davis,SF,23,68,3,5.5,0.6,1.9,.317,0.0,0.0,.333,0.6,1.8,.317,.321,0.7,1.0,.735,0.3,0.5,0.8,0.3,0.2,0.1,0.3,0.5,1.9,1994/1995,MIN,6-7,200,R,9.2,.420,.024,9.1,2.2,0.7,10.9,20.4,-0.2,0.0,.000,-4.7,-3.5,-0.3,8.6
Dale Davis,PF,24,66,64,34.7,4.7,8.8,.529,0.0,0.0,.000,4.7,8.8,.530,.529,2.3,4.5,.527,4.2,6.6,10.9,1.5,0.7,1.6,1.5,3.2,11.7,1994/1995,IND,6-11,230,2,15.9,.542,.002,6.5,1.1,3.2,12.5,15.6,3.5,7.0,.147,1.2,1.0,1.9,18.1
Hubert Davis,SG,23,56,27,23.8,4.3,9.0,.471,0.9,2.4,.402,3.3,6.7,.496,.524,1.5,1.8,.825,0.4,0.8,1.2,2.9,0.7,0.1,1.4,2.1,11.0,1994/1995,NYK,6-5,183,1,14.0,.558,.261,20.4,1.6,0.2,12.1,20.6,2.3,4.2,.152,1.5,1.0,1.2,2.8
Terry Davis,PF,26,15,5,19.1,1.6,3.9,.407,0.0,0.0,0,1.6,3.9,.407,.407,0.5,0.8,.667,2.0,2.9,4.9,0.4,0.6,0.1,0.3,1.8,3.7,1994/1995,DAL,6-9,225,4,9.6,.436,.000,3.0,1.6,0.2,7.2,10.3,0.2,0.4,.059,-3.3,-2.2,-0.1,14.5
Johnny Dawkins,PG,30,72,12,18.7,2.5,5.9,.418,0.5,1.5,.352,1.9,4.4,.440,.462,1.2,1.4,.840,0.4,1.3,1.7,3.7,0.9,0.1,1.5,1.0,6.6,1994/1995,PHI,6-2,165,7,13.5,.509,.248,30.1,2.4,0.2,19.2,18.7,0.6,1.1,.041,-1.8,-0.6,0.1,5.0
Todd Day,SG,24,76,39,28.0,4.6,11.1,.415,0.4,1.9,.223,4.2,9.2,.456,.435,3.0,4.4,.698,1.5,2.6,4.1,1.8,1.4,0.7,1.7,2.9,12.7,1994/1995,MIL,6-6,188,1,13.5,.488,.175,10.7,2.5,1.7,11.5,22.8,0.6,2.1,.047,-1.9,-1.2,0.1,8.4
Terry Dehere,PG,22,64,6,11.9,2.0,5.3,.377,0.4,0.9,.404,1.7,4.5,.372,.411,1.0,1.3,.753,0.4,0.7,1.1,1.2,0.4,0.0,1.0,1.1,5.3,1994/1995,LAC,6-2,190,R,9.5,.453,.167,15.2,1.8,0.2,13.9,23.9,-0.7,-0.4,-0.028,-5.8,-3.5,-0.7,4.8
Vinny Del Negro,SG,27,77,56,25.3,4.0,8.2,.487,0.2,0.6,.349,3.8,7.7,.497,.499,1.8,2.2,.824,0.4,1.7,2.1,4.2,0.8,0.0,1.3,2.2,10.0,1994/1995,SAS,6-4,185,3,15.3,.545,.068,25.5,1.7,0.0,12.6,18.6,4.0,5.7,.140,-0.1,-0.1,0.9,4.6
Bison Dele,C,24,80,1,18.8,3.1,5.8,.541,0.0,0.0,.000,3.1,5.8,.544,.541,1.7,2.6,.649,1.7,3.9,5.6,0.6,0.6,1.1,1.3,2.8,8.0,1994/1995,DEN,6-9,235,2,16.5,.574,.006,5.2,1.6,3.6,15.7,18.7,1.8,4.7,.151,0.4,-0.9,0.9,16.4
Dell Demps,PG,23,2,0,5.5,1.0,3.0,.333,0.0,0.0,0,1.0,3.0,.333,.333,0.0,1.0,.000,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,2.0,1994/1995,GSW,6-3,205,R,4.5,.291,.000,12.9,8.8,0.0,12.7,29.5,-0.1,0.0,-0.207,-8.0,-10.5,0.0,0.0
Vlade Divac,C,25,79,73,34.0,5.7,11.3,.506,0.1,0.6,.191,5.6,10.7,.524,.511,2.6,3.8,.686,3.6,7.2,10.8,3.9,1.2,1.4,2.4,3.6,14.2,1994/1995,LAL,7-1,243,4,18.8,.546,.053,17.2,1.7,2.6,15.7,19.1,4.2,7.4,.132,2.3,1.5,2.9,17.2
Sherman Douglas,PG,27,78,78,35.8,5.4,11.8,.462,0.2,0.7,.232,5.3,11.1,.477,.470,2.3,3.5,.641,0.9,1.6,2.5,8.8,1.1,0.1,3.0,2.2,13.3,1994/1995,BOS,6-0,180,4,14.3,.500,.061,35.8,1.6,0.2,18.3,19.8,1.9,2.7,.046,-1.4,0.8,0.4,3.9
Greg Dreiling,C,31,54,19,12.7,1.0,1.9,.500,0.0,0.0,1.000,0.9,1.9,.495,.505,0.5,0.7,.711,0.9,2.3,3.1,0.6,0.3,0.4,0.8,2.9,2.4,1994/1995,DAL,7-1,250,7,7.2,.547,.010,6.5,1.2,2.4,26.3,10.1,0.0,0.6,.040,-5.7,-6.4,-0.6,13.9
Clyde Drexler,SG,31,68,68,34.3,7.0,16.3,.428,1.0,3.2,.324,5.9,13.0,.454,.460,4.2,5.4,.777,2.3,4.3,6.5,4.9,1.4,0.5,2.5,3.0,19.2,1994/1995,POR,6-7,210,10,18.4,.514,.198,21.9,2.0,0.9,11.6,25.0,4.2,6.8,.140,3.0,2.6,3.0,10.4
Kevin Duckworth,C,29,69,52,21.5,2.7,6.4,.417,0.0,0.0,0,2.7,6.4,.417,.417,1.3,1.9,.667,1.5,3.2,4.7,0.8,0.5,0.5,1.5,3.2,6.6,1994/1995,WSB,7-0,275,7,8.2,.457,.000,5.5,1.2,1.5,16.8,17.3,-1.1,-0.5,-0.017,-6.6,-5.1,-1.7,12.8
Chris Dudley,C,28,6,3,14.3,1.0,4.2,.240,0.0,0.0,0,1.0,4.2,.240,.240,0.3,0.7,.500,2.7,1.3,4.0,0.8,0.7,0.5,0.3,3.0,2.3,1994/1995,POR,6-11,235,6,6.8,.262,.000,7.4,2.3,2.2,7.0,13.6,-0.1,0.0,.022,-6.8,-5.6,-0.1,15.2
Joe Dumars,SG,30,69,69,37.6,7.3,16.2,.452,1.8,4.6,.388,5.5,11.6,.477,.507,4.0,4.8,.836,0.5,1.7,2.2,3.8,0.9,0.1,2.3,1.7,20.4,1994/1995,DET,6-3,190,8,16.2,.558,.286,16.6,1.2,0.1,11.2,24.0,4.6,4.4,.082,0.3,2.3,1.5,3.2
Acie Earl,C,23,74,8,15.5,2.0,5.0,.406,0.0,0.0,.000,2.0,5.0,.407,.406,1.5,2.2,.675,1.1,2.2,3.3,0.2,0.3,0.7,1.0,2.4,5.5,1994/1995,BOS,6-10,240,R,9.2,.463,.003,1.5,1.0,2.9,14.0,19.4,-0.7,0.2,.008,-6.5,-5.2,-1.3,12.1
Bill Edwards,PF,22,3,0,14.7,0.7,6.0,.111,0.0,1.7,.000,0.7,4.3,.154,.111,0.7,1.7,.400,1.7,3.0,4.7,1.3,1.0,0.3,1.3,2.0,2.0,1994/1995,PHI,6-8,215,R,-0.4,.149,.278,12.3,3.4,1.4,16.5,23.9,-0.3,-0.3,-0.282,-13.6,-11.2,-0.1,17.5
Blue Edwards,SF,28,82,64,28.3,4.7,9.8,.478,0.5,1.3,.358,4.2,8.5,.496,.501,1.8,2.3,.799,1.3,2.7,4.0,2.1,1.0,0.3,1.8,2.9,11.6,1994/1995,MIL,6-4,200,4,12.9,.540,.133,12.1,1.8,0.8,14.2,19.2,1.7,2.9,.060,-2.2,-1.2,-0.1,8.1
Doug Edwards,PF,23,16,0,6.7,1.1,3.1,.347,0.0,0.1,.000,1.1,3.0,.354,.347,0.6,1.0,.563,0.4,0.7,1.1,0.5,0.1,0.3,0.4,0.6,2.7,1994/1995,ATL,6-7,220,R,9.4,.384,.020,11.3,1.0,3.0,9.7,24.9,-0.2,0.0,-0.009,-8.1,-5.7,-0.2,9.2
James Edwards,C,38,45,2,10.4,1.7,3.7,.464,0.0,0.0,0,1.7,3.7,.464,.464,1.2,1.8,.684,0.2,1.2,1.4,0.5,0.1,0.1,0.7,2.0,4.7,1994/1995,LAL,7-0,225,16,9.1,.518,.000,7.0,0.4,0.4,12.9,20.9,0.1,0.3,.028,-6.7,-4.8,-0.6,7.5
Kevin Edwards,SG,28,82,82,33.3,5.7,12.5,.458,0.4,1.2,.354,5.3,11.3,.469,.475,2.0,2.6,.770,1.1,2.3,3.4,2.8,1.5,0.4,1.6,1.8,14.0,1994/1995,NJN,6-3,190,5,13.8,.509,.096,13.6,2.2,0.8,10.7,19.5,2.5,5.1,.089,0.0,-0.6,1.3,5.4
Craig Ehlo,SG,32,82,0,26.2,3.9,8.6,.446,0.9,2.7,.348,2.9,5.9,.491,.501,1.4,1.9,.727,0.9,2.5,3.4,3.3,1.7,0.3,1.6,2.0,10.0,1994/1995,ATL,6-6,180,10,15.0,.529,.312,18.8,3.2,0.8,14.4,18.1,2.4,5.9,.132,2.2,0.0,2.3,7.1
Mario Elie,SF,30,67,8,24.0,3.1,7.0,.446,0.8,2.5,.335,2.3,4.5,.508,.506,2.3,2.7,.860,0.4,2.3,2.7,3.1,0.7,0.1,1.6,1.9,9.3,1994/1995,HOU,6-5,210,3,13.4,.575,.358,19.1,1.6,0.3,16.7,18.0,2.1,4.2,.125,0.6,-0.1,1.0,6.3
Sean Elliott,SF,25,73,73,33.0,4.9,10.8,.455,0.4,1.2,.299,4.6,9.6,.474,.472,1.9,2.4,.803,0.9,2.7,3.6,2.7,0.7,0.4,1.8,2.4,12.1,1994/1995,DET,6-8,205,4,11.3,.510,.110,12.5,1.1,0.7,13.0,18.1,1.0,1.4,.028,-2.4,-1.4,-0.2,6.0
Dale Ellis,SF,33,77,75,33.6,6.2,12.6,.494,1.7,4.3,.395,4.5,8.2,.546,.562,1.1,1.4,.776,0.9,2.4,3.3,1.0,0.9,0.1,1.0,1.8,15.2,1994/1995,SAS,6-7,205,10,14.7,.577,.343,5.0,1.4,0.3,6.9,18.8,5.5,7.6,.140,0.7,1.4,1.8,5.5
Harold Ellis,SF,23,49,16,18.8,3.2,6.0,.545,0.0,0.1,.000,3.2,5.9,.552,.545,2.2,3.0,.711,1.9,1.2,3.1,0.6,1.5,0.0,0.9,2.0,8.7,1994/1995,LAC,6-5,200,R,17.2,.593,.014,5.0,3.8,0.1,10.7,17.9,2.0,2.8,.146,0.9,0.4,0.7,8.8
LaPhonso Ellis,PF,23,79,79,34.2,6.1,12.2,.502,0.1,0.3,.304,6.0,11.9,.506,.505,3.1,4.5,.674,2.8,5.8,8.6,2.1,0.8,1.0,2.2,3.8,15.4,1994/1995,DEN,6-8,240,1,15.9,.542,.024,10.0,1.2,1.9,13.3,20.4,3.5,7.6,.135,0.6,0.2,1.8,14.0
LeRon Ellis,C,24,50,1,13.6,1.8,3.6,.484,0.0,0.0,0,1.8,3.6,.484,.484,0.9,1.4,.662,1.4,2.4,3.8,0.5,0.3,0.5,0.4,1.7,4.4,1994/1995,CHH,6-9,225,1,13.5,.521,.000,4.9,1.2,2.3,9.0,14.6,1.0,1.6,.111,-2.1,-1.2,0.0,15.3
Pervis Ellison,C,26,47,24,25.1,2.9,6.2,.469,0.0,0.1,.000,2.9,6.1,.474,.469,1.5,2.1,.722,1.6,3.5,5.1,1.5,0.5,1.1,1.6,3.0,7.3,1994/1995,WSB,6-9,210,4,10.7,.514,.010,8.6,1.1,2.7,17.9,14.9,0.3,0.7,.030,-3.0,-2.8,-0.3,12.0
Jo Jo English,SG,23,36,0,11.6,1.6,3.6,.434,0.2,0.5,.471,1.3,3.1,.429,.465,0.3,0.6,.476,0.3,1.0,1.3,1.1,0.2,0.3,1.0,1.7,3.6,1994/1995,CHI,6-4,195,1,6.3,.470,.132,13.2,1.0,1.6,20.7,18.4,-0.5,0.0,-0.005,-5.5,-5.0,-0.4,6.3
Patrick Ewing,C,31,79,79,37.6,9.4,19.0,.496,0.1,0.2,.286,9.4,18.8,.498,.497,5.6,7.4,.765,2.8,8.4,11.2,2.3,1.1,2.7,3.3,3.5,24.5,1994/1995,NYK,7-0,240,8,22.9,.551,.009,11.3,1.6,5.1,12.9,29.8,5.1,13.1,.211,5.2,2.5,5.5,16.9
Jim Farmer,SG,29,4,0,7.3,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,0.0,0.0,0,0.0,0.5,0.5,1.0,0.0,0.0,1.3,0.8,1.0,1994/1995,DEN,6-4,190,4,-3.7,.333,.333,18.9,0.0,0.0,45.5,16.2,-0.1,-0.1,-0.210,-14.5,-10.1,-0.1,3.8
Duane Ferrell,SF,28,72,13,16.0,2.6,5.3,.485,0.0,0.1,.111,2.5,5.1,.495,.487,2.0,2.6,.783,0.9,0.9,1.8,0.9,0.6,0.2,0.9,1.2,7.1,1994/1995,ATL,6-7,209,5,14.5,.558,.024,8.5,1.9,0.9,12.2,19.5,1.9,3.2,.134,-0.9,-0.7,0.3,6.1
Danny Ferry,PF,27,70,1,13.8,2.1,4.8,.446,0.2,0.7,.275,1.9,4.0,.477,.467,0.5,0.6,.884,0.7,1.3,2.0,1.1,0.4,0.3,0.6,1.6,5.0,1994/1995,CLE,6-10,230,3,12.0,.496,.153,12.1,1.5,1.5,10.4,18.3,0.7,1.7,.084,-1.3,-1.4,0.2,8.5
Vern Fleming,PG,31,55,5,19.1,2.7,5.8,.462,0.0,0.1,.000,2.7,5.7,.468,.462,1.2,1.6,.736,0.5,1.7,2.2,3.1,0.7,0.1,1.6,1.8,6.5,1994/1995,IND,6-5,185,9,11.8,.502,.013,24.8,2.0,0.4,19.6,18.5,0.3,1.4,.064,-1.2,-1.6,0.2,6.8
Sleepy Floyd,PG,33,53,2,13.9,1.3,3.9,.335,0.2,0.7,.222,1.2,3.3,.358,.354,1.0,1.5,.667,0.2,1.1,1.3,1.9,0.2,0.2,1.2,1.3,3.8,1994/1995,SAS,6-3,170,11,6.0,.411,.172,19.3,0.9,0.7,20.0,18.5,-1.0,-0.4,-0.025,-6.3,-5.0,-0.8,5.3
Alphonso Ford,PG,22,6,0,2.7,1.2,2.2,.538,0.2,0.2,1.000,1.0,2.0,.500,.577,0.2,0.3,.500,0.0,0.0,0.0,0.2,0.3,0.0,0.2,0.3,2.7,1994/1995,SEA,6-1,190,R,28.9,.576,.077,15.3,6.3,0.0,6.7,39.9,0.0,0.1,.193,7.3,3.8,0.0,0.0
Greg Foster,PF,25,3,0,6.3,1.3,2.3,.571,0.0,0.0,0,1.3,2.3,.571,.571,0.7,0.7,1.000,0.0,1.0,1.0,0.0,0.0,0.3,0.3,1.0,3.3,1994/1995,MIL,6-11,240,3,14.7,.635,.000,0.0,0.0,3.6,11.3,20.2,0.0,0.0,.106,-1.8,-2.9,0.0,9.1
Rick Fox,SF,24,82,53,25.6,4.1,8.9,.467,0.4,1.2,.330,3.7,7.7,.489,.490,2.1,2.8,.757,1.3,3.0,4.3,2.6,1.0,0.6,1.9,3.0,10.8,1994/1995,BOS,6-7,230,2,14.4,.535,.137,15.3,1.9,1.6,16.0,20.4,1.5,3.2,.073,-0.2,-0.4,0.9,9.6
Tellis Frank,PF,28,67,11,14.3,1.0,2.4,.419,0.0,0.0,.000,1.0,2.4,.424,.419,0.8,1.1,.711,1.2,2.0,3.3,0.9,0.5,0.5,0.7,2.4,2.8,1994/1995,MIN,6-10,225,4,8.9,.486,.013,8.7,1.9,2.3,20.2,11.1,0.2,1.1,.055,-2.7,-3.9,-0.2,13.4
Corey Gaines,SG,28,18,0,4.3,0.5,1.1,.450,0.1,0.3,.400,0.4,0.8,.467,.500,0.7,0.8,.867,0.2,0.6,0.7,1.7,0.1,0.0,0.3,0.7,1.8,1994/1995,NYK,6-3,195,3,23.7,.620,.250,57.5,1.3,0.0,15.8,17.8,0.4,0.6,.339,7.1,4.7,0.2,9.4
Chad Gallagher,C,24,2,0,1.5,1.5,1.5,1.000,0.0,0.0,0,1.5,1.5,1.000,1.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1994/1995,UTA,6-10,255,R,66.8,1.000,.000,0.0,0.0,0.0,0.0,44.2,0.1,0.1,1.442,30.1,20.4,0.0,0.0
Kevin Gamble,SF,28,75,28,25.1,4.9,10.7,.458,0.3,1.4,.243,4.6,9.3,.489,.473,1.4,1.7,.817,0.5,1.6,2.1,2.0,0.8,0.3,1.0,1.8,11.5,1994/1995,BOS,6-5,210,6,13.4,.503,.128,12.4,1.5,0.7,8.2,21.6,1.4,2.1,.054,-1.7,-0.7,0.2,4.8
Chris Gatling,C,26,82,23,15.8,3.3,5.6,.588,0.0,0.0,.000,3.3,5.6,.589,.588,1.6,2.5,.620,1.7,3.1,4.8,0.5,0.5,0.8,1.0,2.7,8.2,1994/1995,GSW,6-10,220,2,18.7,.607,.002,4.7,1.5,3.0,13.2,20.3,2.8,4.5,.168,-0.4,-0.1,0.6,16.6
