Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Rod Higgins,SF,34,CLE,36,11,15.2,2.0,4.5,.436,0.6,1.4,.440,1.4,3.1,.434,.503,0.9,1.2,.738,0.7,1.6,2.3,1.0,0.7,0.4,0.6,1.5,5.4,1994/1995
Tyrone Hill,PF,25,CLE,57,20,25.4,3.8,7.0,.543,0.0,0.0,.000,3.8,6.9,.545,.543,3.0,4.5,.668,3.2,5.5,8.8,0.8,0.9,0.6,1.4,3.4,10.6,1994/1995
Donald Hodge,C,24,DAL,50,0,8.6,0.9,2.0,.455,0.0,0.0,,0.9,2.0,.455,.455,0.9,1.0,.846,0.9,1.0,1.9,0.6,0.3,0.3,0.6,1.3,2.7,1994/1995
Tito Horford,C,28,WSB,3,0,9.3,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.3,0.7,1.0,0.0,0.3,1.0,0.3,1.0,0.0,1994/1995
Jeff Hornacek,SG,30,TOT,80,62,35.3,5.9,12.6,.470,0.9,2.6,.337,5.0,10.0,.505,.505,3.3,3.7,.878,0.8,2.7,3.5,5.2,1.6,0.2,2.1,2.3,15.9,1994/1995
Jeff Hornacek,SG,30,PHI,53,53,37.6,6.1,13.5,.455,1.0,3.1,.313,5.2,10.4,.497,.491,3.4,3.8,.873,0.8,3.2,4.0,5.9,1.8,0.2,2.6,2.2,16.6,1994/1995
Jeff Hornacek,SG,30,UTA,27,9,30.6,5.4,10.7,.509,0.7,1.6,.429,4.8,9.1,.522,.540,3.0,3.4,.891,0.7,1.8,2.5,3.9,1.2,0.1,1.2,2.6,14.6,1994/1995
Robert Horry,SF,23,HOU,81,81,29.3,4.0,8.7,.459,0.5,1.7,.324,3.4,7.0,.491,.490,1.4,1.9,.732,1.6,3.9,5.4,2.9,1.5,0.9,1.7,2.3,9.9,1994/1995
Allan Houston,SG,22,DET,79,20,19.2,3.4,8.5,.405,0.4,1.5,.299,3.0,7.0,.428,.431,1.1,1.4,.824,0.2,1.3,1.5,1.3,0.4,0.2,1.3,2.1,8.5,1994/1995
Byron Houston,PF,24,GSW,71,2,12.2,1.1,2.5,.458,0.0,0.1,.143,1.1,2.4,.471,.460,0.5,0.8,.611,0.9,1.8,2.7,0.5,0.5,0.4,0.7,2.5,2.8,1994/1995
Stephen Howard,SF,23,UTA,9,0,5.9,1.1,1.9,.588,0.0,0.0,,1.1,1.9,.588,.588,1.2,1.8,.688,1.1,0.7,1.8,0.1,0.1,0.3,0.7,1.4,3.4,1994/1995
Jay Humphries,SG,31,UTA,75,19,21.6,3.1,7.1,.436,0.5,1.3,.396,2.6,5.9,.444,.471,0.8,1.0,.750,0.5,1.2,1.7,2.9,0.9,0.1,1.3,2.2,7.5,1994/1995
Lindsey Hunter,PG,23,DET,82,26,26.5,4.1,10.9,.375,0.8,2.5,.333,3.2,8.4,.388,.414,1.3,1.7,.732,0.6,1.7,2.3,4.8,1.5,0.1,2.2,2.1,10.3,1994/1995
Bobby Hurley,PG,22,SAC,19,19,26.3,2.8,7.7,.370,0.1,0.8,.125,2.7,6.8,.400,.377,1.3,1.6,.800,0.3,1.5,1.8,6.1,0.7,0.1,2.5,1.5,7.1,1994/1995
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1994/1995
Jaren Jackson,SG,26,POR,29,0,6.4,1.2,3.0,.391,0.0,0.2,.000,1.2,2.8,.420,.391,0.4,0.5,.857,0.2,0.4,0.6,0.9,0.1,0.1,0.5,0.7,2.8,1994/1995
Jim Jackson,SG,23,DAL,82,82,37.4,7.8,17.5,.445,0.2,0.7,.283,7.6,16.7,.452,.451,3.5,4.2,.821,2.1,2.7,4.7,4.6,1.1,0.3,4.1,2.0,19.2,1994/1995
Mark Jackson,PG,28,LAC,79,79,34.3,4.2,9.3,.452,0.5,1.6,.283,3.7,7.7,.488,.477,2.1,2.7,.791,1.4,3.1,4.4,8.6,1.5,0.1,2.9,1.5,10.9,1994/1995
Stanley Jackson,SG,23,MIN,17,0,5.4,1.0,1.9,.515,0.1,0.3,.200,0.9,1.6,.571,.530,0.2,0.2,1.000,0.7,0.9,1.6,0.9,0.3,0.0,0.6,0.8,2.2,1994/1995
Dave Jamerson,SG,26,TOT,5,0,2.8,0.0,1.4,.000,0.0,0.0,,0.0,1.4,.000,.000,0.4,0.6,.667,0.0,0.8,0.8,0.2,0.0,0.0,0.2,0.0,0.4,1994/1995
Dave Jamerson,SG,26,UTA,1,0,4.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1994/1995
Dave Jamerson,SG,26,NJN,4,0,2.5,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,0.3,0.5,.500,0.0,0.8,0.8,0.3,0.0,0.0,0.3,0.0,0.3,1994/1995
Henry James,PF,28,LAC,12,0,6.3,1.3,3.5,.381,0.3,1.5,.222,1.0,2.0,.500,.429,0.4,0.4,1.000,0.5,0.7,1.2,0.1,0.2,0.0,0.2,0.8,3.4,1994/1995
Keith Jennings,PG,25,GSW,76,2,14.4,1.8,4.5,.404,0.7,2.0,.371,1.1,2.5,.429,.485,1.3,1.6,.833,0.2,1.0,1.2,2.9,0.9,0.0,1.0,0.8,5.7,1994/1995
Chris Jent,SF,24,HOU,3,0,26.0,4.3,8.7,.500,1.3,3.7,.364,3.0,5.0,.600,.577,0.3,0.7,.500,1.3,3.7,5.0,2.3,0.0,0.0,1.7,4.3,10.3,1994/1995
Avery Johnson,PG,28,GSW,82,70,28.4,4.3,8.8,.492,0.0,0.1,.000,4.3,8.7,.500,.492,2.2,3.1,.704,0.5,1.6,2.1,5.3,1.4,0.1,2.1,2.0,10.9,1994/1995
Dave Johnson,SG,23,CHI,17,0,7.0,1.0,3.2,.315,0.0,0.1,.000,1.0,3.1,.321,.315,0.8,1.2,.619,0.5,0.4,0.9,0.2,0.2,0.0,0.5,0.4,2.8,1994/1995
Eddie Johnson,SF,34,CHH,73,27,20.0,4.6,10.1,.459,0.8,2.1,.393,3.8,8.1,.476,.499,1.4,1.7,.780,1.1,2.0,3.1,1.7,0.5,0.1,1.2,2.0,11.5,1994/1995
Ervin Johnson,C,26,SEA,45,3,6.2,1.0,2.4,.415,0.0,0.0,,1.0,2.4,.415,.415,0.6,1.0,.630,1.1,1.6,2.6,0.2,0.2,0.5,0.5,1.0,2.6,1994/1995
Frank Johnson,PG,35,PHO,70,5,12.5,1.9,4.3,.448,0.0,0.2,.167,1.9,4.1,.460,.452,0.8,1.0,.783,0.4,0.8,1.2,2.1,0.6,0.0,0.9,1.7,4.6,1994/1995
Kevin Johnson,PG,27,PHO,67,67,36.6,7.1,14.6,.487,0.1,0.4,.222,7.0,14.2,.494,.490,5.7,6.9,.819,0.8,1.7,2.5,9.5,1.9,0.1,3.5,1.9,20.0,1994/1995
Larry Johnson,PF,24,CHH,51,51,34.5,6.8,13.2,.515,0.1,0.4,.238,6.7,12.8,.524,.519,2.7,3.9,.695,2.8,6.0,8.8,3.6,0.6,0.3,2.3,2.6,16.4,1994/1995
Charles Jones,C,36,DET,42,0,20.9,0.9,1.9,.462,0.0,0.0,.000,0.9,1.8,.468,.462,0.5,0.8,.559,2.1,3.5,5.6,0.7,0.3,1.0,0.3,3.2,2.2,1994/1995
Popeye Jones,PF,23,DAL,81,47,21.9,2.4,5.0,.479,0.0,0.0,.000,2.4,5.0,.480,.479,1.0,1.3,.729,3.7,3.8,7.5,1.2,0.8,0.4,1.2,3.0,5.8,1994/1995
Adonis Jordan,PG,23,DEN,6,0,13.2,1.0,3.8,.261,0.5,1.7,.300,0.5,2.2,.231,.326,0.0,0.0,,0.5,0.5,1.0,3.2,0.0,0.2,1.0,1.0,2.5,1994/1995
Reggie Jordan,SG,26,LAL,23,0,11.3,1.9,4.5,.427,0.1,0.2,.500,1.8,4.3,.424,.437,1.5,2.2,.686,2.0,0.9,2.9,1.1,0.6,0.2,0.6,1.1,5.4,1994/1995
Adam Keefe,PF,23,ATL,63,1,12.1,1.5,3.4,.451,0.0,0.0,,1.5,3.4,.451,.451,1.3,1.8,.730,1.2,2.0,3.2,0.5,0.3,0.1,1.0,1.3,4.3,1994/1995
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1994/1995
Shawn Kemp,PF,24,SEA,79,73,32.9,6.7,12.5,.538,0.0,0.1,.250,6.7,12.5,.540,.539,4.6,6.2,.741,3.9,6.8,10.8,2.6,1.8,2.1,3.3,3.9,18.1,1994/1995
Tim Kempton,PF,30,TOT,13,0,10.5,1.2,2.9,.395,0.0,0.0,,1.2,2.9,.395,.395,0.7,1.2,.563,0.8,1.1,1.8,0.7,0.5,0.2,0.8,2.5,3.0,1994/1995
Tim Kempton,PF,30,CHH,9,0,11.4,1.0,2.9,.346,0.0,0.0,,1.0,2.9,.346,.346,0.8,1.1,.700,0.7,0.9,1.6,0.7,0.4,0.1,0.4,2.8,2.8,1994/1995
Tim Kempton,PF,30,CLE,4,0,8.3,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.5,1.5,.333,1.0,1.5,2.5,0.8,0.5,0.3,1.8,2.0,3.5,1994/1995
Steve Kerr,PG,28,CHI,82,0,24.8,3.5,7.0,.497,0.6,1.5,.419,2.9,5.5,.519,.542,1.0,1.2,.856,0.3,1.3,1.6,2.6,0.9,0.0,0.7,1.2,8.6,1994/1995
Jerome Kersey,SF,31,POR,78,6,16.4,2.6,6.0,.433,0.0,0.1,.125,2.6,5.9,.438,.434,1.3,1.7,.748,1.7,2.6,4.2,1.0,0.9,0.6,0.8,2.7,6.5,1994/1995
Alec Kessler,PF,27,MIA,15,0,4.4,0.7,1.7,.440,0.3,0.6,.556,0.4,1.1,.375,.540,0.4,0.5,.750,0.3,0.4,0.7,0.1,0.1,0.1,0.3,0.9,2.2,1994/1995
Warren Kidd,PF,23,PHI,68,14,13.0,1.5,2.5,.592,0.0,0.0,,1.5,2.5,.592,.592,0.7,1.3,.547,1.1,2.3,3.4,0.3,0.3,0.3,0.6,1.9,3.6,1994/1995
Chris King,SF,24,SEA,15,0,5.7,1.3,3.2,.396,0.1,0.5,.286,1.1,2.7,.415,.417,1.0,1.7,.577,0.3,0.7,1.0,0.7,0.3,0.0,0.8,0.8,3.7,1994/1995
Rich King,C,24,SEA,27,0,2.9,0.6,1.3,.441,0.0,0.0,.000,0.6,1.2,.455,.441,0.4,0.8,.500,0.3,0.4,0.7,0.3,0.0,0.1,0.3,0.7,1.5,1994/1995
Stacey King,C,27,TOT,49,30,21.5,3.0,7.0,.428,0.0,0.0,.000,3.0,6.9,.431,.428,1.9,2.8,.684,1.8,3.1,4.9,1.2,0.6,0.9,1.7,2.5,7.9,1994/1995
Stacey King,C,27,CHI,31,15,17.3,2.2,5.5,.398,0.0,0.1,.000,2.2,5.5,.402,.398,1.2,1.7,.679,1.6,2.6,4.3,1.3,0.6,0.4,1.4,2.1,5.5,1994/1995
Stacey King,C,27,MIN,18,15,28.7,4.3,9.4,.459,0.0,0.0,,4.3,9.4,.459,.459,3.2,4.6,.687,2.2,3.8,6.1,1.1,0.7,1.7,2.2,3.2,11.8,1994/1995
Greg Kite,C,32,ORL,29,0,10.7,0.4,1.2,.371,0.0,0.0,,0.4,1.2,.371,.371,0.3,0.8,.364,0.8,1.7,2.4,0.1,0.1,0.4,0.6,2.1,1.2,1994/1995
Joe Kleine,C,32,PHO,74,4,11.5,1.7,3.5,.488,0.1,0.1,.455,1.6,3.3,.490,.498,0.4,0.5,.769,0.7,1.9,2.6,0.6,0.2,0.3,0.5,1.6,3.9,1994/1995
Negele Knight,PG,26,TOT,65,18,22.1,3.5,7.3,.474,0.1,0.3,.190,3.4,7.0,.487,.478,2.2,2.7,.810,0.4,1.2,1.6,3.0,0.5,0.2,1.4,1.9,9.2,1994/1995
Negele Knight,PG,26,PHO,1,0,8.0,1.0,4.0,.250,0.0,0.0,,1.0,4.0,.250,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1994/1995
Negele Knight,PG,26,SAS,64,18,22.3,3.5,7.4,.476,0.1,0.3,.190,3.4,7.0,.489,.480,2.2,2.7,.810,0.4,1.2,1.6,3.1,0.5,0.2,1.5,1.9,9.3,1994/1995
Jon Koncak,C,30,ATL,82,78,22.2,1.9,4.5,.431,0.0,0.0,.000,1.9,4.5,.434,.431,0.3,0.4,.667,1.0,3.4,4.5,1.2,0.8,1.5,0.5,2.9,4.2,1994/1995
Larry Krystkowiak,PF,29,ORL,34,11,20.1,2.1,4.4,.480,0.0,0.0,.000,2.1,4.3,.483,.480,0.9,1.1,.795,1.1,2.5,3.6,1.0,0.4,0.1,0.9,2.2,5.1,1994/1995
Toni Kukoč*,SF,25,CHI,75,8,24.1,4.2,9.7,.431,0.4,1.6,.271,3.7,8.1,.462,.453,2.1,2.8,.743,1.3,2.7,4.0,3.4,1.1,0.4,2.2,1.6,10.9,1994/1995
Christian Laettner,PF,24,MIN,70,67,34.7,5.7,12.6,.448,0.1,0.4,.240,5.6,12.3,.455,.452,5.4,6.8,.783,2.3,6.3,8.6,4.4,1.2,1.2,3.7,3.8,16.8,1994/1995
Bill Laimbeer,C,36,DET,11,5,22.5,4.3,8.2,.522,0.3,0.8,.333,4.0,7.4,.543,.539,1.0,1.2,.846,0.8,4.3,5.1,1.3,0.5,0.4,0.9,2.7,9.8,1994/1995
Andrew Lang,C,27,ATL,82,0,19.6,2.6,5.6,.469,0.0,0.0,.250,2.6,5.5,.471,.471,0.9,1.3,.689,1.5,2.3,3.8,0.6,0.5,1.1,1.0,2.3,6.1,1994/1995
Eric Leckner,C,27,PHI,71,36,16.4,2.0,4.0,.486,0.0,0.0,.000,2.0,4.0,.489,.486,1.2,1.8,.646,1.1,2.9,4.0,1.2,0.3,0.5,1.2,2.7,5.1,1994/1995
Tim Legler,SG,27,DAL,79,0,16.7,2.9,6.7,.438,0.7,1.8,.374,2.3,4.9,.460,.487,1.8,2.1,.840,0.5,1.2,1.6,1.5,0.7,0.2,0.8,1.7,8.3,1994/1995
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1994/1995
Jim Les,PG,30,SAC,18,0,9.4,0.7,1.9,.382,0.4,1.0,.444,0.3,0.9,.313,.500,0.6,0.7,.846,0.3,0.4,0.7,2.2,0.4,0.1,0.6,0.9,2.5,1994/1995
Fat Lever,PG,33,DAL,81,54,24.0,2.8,6.9,.408,0.3,0.9,.351,2.5,6.0,.416,.431,0.9,1.2,.765,1.0,2.5,3.5,2.6,2.0,0.2,1.1,1.9,6.9,1994/1995
Marcus Liberty,SF,25,TOT,38,0,7.5,1.1,3.2,.325,0.3,0.7,.357,0.8,2.5,.316,.366,0.5,1.0,.487,0.7,0.9,1.6,0.4,0.3,0.1,0.6,0.9,2.9,1994/1995
Marcus Liberty,SF,25,DEN,3,0,3.7,1.3,2.3,.571,0.0,0.3,.000,1.3,2.0,.667,.571,0.3,0.7,.500,0.0,1.7,1.7,0.7,0.0,0.0,0.7,1.7,3.0,1994/1995
Marcus Liberty,SF,25,DET,35,0,7.8,1.0,3.3,.310,0.3,0.8,.370,0.7,2.5,.292,.353,0.5,1.1,.486,0.7,0.9,1.6,0.4,0.3,0.1,0.6,0.8,2.9,1994/1995
Todd Lichti,SG,27,TOT,13,0,9.7,1.5,3.9,.392,0.2,0.2,1.000,1.4,3.8,.367,.412,1.2,1.9,.640,0.6,1.1,1.7,0.8,0.5,0.1,0.4,1.2,4.5,1994/1995
Todd Lichti,SG,27,ORL,4,0,5.0,1.0,2.3,.444,0.0,0.0,,1.0,2.3,.444,.444,0.0,0.0,,0.8,0.3,1.0,0.5,0.5,0.0,0.5,0.8,2.0,1994/1995
Todd Lichti,SG,27,GSW,5,0,11.6,2.0,5.6,.357,0.4,0.4,1.000,1.6,5.2,.308,.393,1.8,2.2,.818,0.6,1.4,2.0,0.6,0.0,0.0,0.0,1.8,6.2,1994/1995
Todd Lichti,SG,27,BOS,4,0,12.0,1.5,3.5,.429,0.0,0.0,,1.5,3.5,.429,.429,1.8,3.5,.500,0.5,1.5,2.0,1.5,1.3,0.3,0.8,1.0,4.8,1994/1995
Brad Lohaus,PF,29,MIL,67,2,14.4,1.5,4.2,.363,0.7,2.0,.343,0.8,2.2,.381,.445,0.3,0.4,.690,0.5,1.7,2.2,0.9,0.4,0.8,0.9,2.1,4.0,1994/1995
Grant Long,PF,27,MIA,69,59,31.9,4.3,9.7,.446,0.0,0.1,.167,4.3,9.7,.449,.447,2.7,3.4,.786,2.8,4.4,7.2,2.5,1.3,0.4,1.8,3.5,11.4,1994/1995
Luc Longley,C,25,TOT,76,46,19.8,2.9,6.1,.471,0.0,0.0,.000,2.9,6.1,.472,.471,1.2,1.6,.720,1.7,4.0,5.7,1.4,0.6,1.0,1.6,2.8,6.9,1994/1995
Luc Longley,C,25,MIN,49,29,20.2,2.7,5.9,.464,0.0,0.0,.000,2.7,5.9,.465,.464,1.1,1.6,.700,1.8,4.2,6.0,0.9,0.7,1.2,1.6,2.7,6.6,1994/1995
Luc Longley,C,25,CHI,27,17,19.0,3.1,6.5,.483,0.0,0.0,,3.1,6.5,.483,.483,1.3,1.7,.756,1.6,3.6,5.1,2.3,0.4,0.8,1.5,3.1,7.6,1994/1995
George Lynch,SF,23,LAL,71,46,24.8,4.1,8.1,.508,0.0,0.1,.000,4.1,8.0,.512,.508,1.4,2.3,.596,3.1,2.7,5.8,1.4,1.4,0.4,1.2,2.5,9.6,1994/1995
Malcolm Mackey,C,23,PHO,22,0,3.1,0.6,1.7,.378,0.0,0.1,.000,0.6,1.6,.400,.378,0.2,0.4,.500,0.5,0.5,1.1,0.0,0.0,0.1,0.1,0.4,1.5,1994/1995
Don MacLean,SF,24,WSB,75,69,33.2,6.9,13.7,.502,0.0,0.3,.143,6.9,13.5,.509,.503,4.4,5.3,.824,1.9,4.4,6.2,2.1,0.6,0.3,2.0,2.3,18.2,1994/1995
Mark Macon,SG,24,TOT,42,1,11.8,1.6,4.4,.375,0.0,0.2,.200,1.6,4.1,.385,.380,0.5,0.8,.676,0.4,0.5,1.0,1.2,0.9,0.0,1.0,1.7,3.9,1994/1995
Mark Macon,SG,24,DEN,7,0,18.0,2.0,6.4,.311,0.0,0.4,.000,2.0,6.0,.333,.311,1.1,1.4,.800,0.4,0.6,1.0,1.6,0.9,0.1,2.0,2.4,5.1,1994/1995
Mark Macon,SG,24,DET,35,1,10.6,1.6,4.0,.396,0.1,0.2,.286,1.5,3.8,.402,.403,0.4,0.7,.625,0.4,0.5,1.0,1.1,0.9,0.0,0.7,1.6,3.6,1994/1995
Gerald Madkins,SG,24,CLE,22,0,6.8,0.5,1.4,.355,0.2,0.7,.333,0.3,0.7,.375,.435,0.4,0.5,.800,0.0,0.5,0.5,0.9,0.4,0.0,0.6,0.7,1.6,1994/1995
Rick Mahorn,PF,35,NJN,28,0,8.1,0.8,1.7,.489,0.0,0.0,.000,0.8,1.6,.500,.489,0.5,0.7,.650,0.6,1.4,1.9,0.2,0.1,0.2,0.3,1.4,2.1,1994/1995
Dan Majerle,SG,28,PHO,80,76,40.1,6.0,14.2,.418,2.4,6.3,.382,3.6,7.9,.447,.503,2.2,3.0,.739,1.5,2.9,4.4,3.4,1.6,0.5,1.7,1.9,16.5,1994/1995
Jeff Malone,SG,32,TOT,77,73,33.2,6.8,14.0,.486,0.1,0.2,.583,6.7,13.9,.485,.489,2.7,3.2,.830,0.7,1.9,2.6,1.6,0.5,0.1,1.1,1.6,16.4,1994/1995
Jeff Malone,SG,32,UTA,50,50,33.1,6.8,13.8,.488,0.1,0.1,.500,6.7,13.7,.488,.491,2.6,3.1,.843,0.6,1.7,2.3,1.3,0.5,0.1,1.1,1.5,16.2,1994/1995
Jeff Malone,SG,32,PHI,27,23,33.4,6.9,14.4,.481,0.1,0.2,.667,6.8,14.2,.478,.486,2.8,3.5,.809,0.9,2.3,3.1,2.2,0.5,0.0,1.0,1.7,16.8,1994/1995
Karl Malone*,PF,30,UTA,82,82,40.6,9.4,18.9,.497,0.1,0.4,.250,9.3,18.5,.503,.500,6.2,9.0,.694,2.9,8.6,11.5,4.0,1.5,1.5,2.9,3.3,25.2,1994/1995
Moses Malone*,C,38,PHI,55,0,11.2,1.9,4.2,.440,0.0,0.0,.000,1.9,4.2,.442,.440,1.6,2.1,.769,1.9,2.2,4.1,0.6,0.2,0.3,1.1,0.9,5.3,1994/1995
Danny Manning,PF,27,TOT,68,66,37.1,8.6,17.7,.488,0.0,0.3,.176,8.6,17.4,.492,.489,3.4,5.0,.669,1.9,4.9,6.8,3.8,1.5,1.2,3.4,3.8,20.6,1994/1995
Danny Manning,PF,27,LAC,42,41,38.0,9.7,19.7,.493,0.0,0.3,.143,9.7,19.4,.499,.495,4.1,6.1,.674,2.0,5.1,7.0,4.2,1.3,1.4,3.5,4.0,23.7,1994/1995
Danny Manning,PF,27,ATL,26,25,35.6,6.8,14.3,.476,0.0,0.1,.333,6.8,14.2,.477,.477,2.1,3.2,.651,1.9,4.6,6.5,3.3,1.8,1.0,3.3,3.6,15.7,1994/1995
Roy Marble,SF,27,DEN,5,0,6.4,0.4,2.4,.167,0.0,0.0,,0.4,2.4,.167,.167,0.0,0.6,.000,0.6,1.0,1.6,0.2,0.0,0.4,0.6,0.2,0.8,1994/1995
Bob Martin,C,24,LAC,53,1,10.1,0.8,1.7,.455,0.0,0.0,,0.8,1.7,.455,.455,0.6,1.0,.608,0.7,1.5,2.2,0.3,0.2,0.6,0.5,2.0,2.1,1994/1995
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1994/1995
Jamal Mashburn,SF,21,DAL,79,73,36.7,7.1,17.5,.406,1.1,3.8,.284,6.0,13.7,.440,.437,3.9,5.5,.699,1.4,3.1,4.5,3.4,1.1,0.2,3.1,2.6,19.2,1994/1995
Anthony Mason,PF,27,NYK,73,12,26.1,2.8,5.9,.476,0.0,0.0,.000,2.8,5.9,.477,.476,1.6,2.2,.720,2.2,3.7,5.8,2.1,0.4,0.1,1.5,2.6,7.2,1994/1995
Marlon Maxey,PF,24,MIN,55,2,11.4,1.6,3.0,.533,0.0,0.0,.000,1.6,3.0,.539,.533,1.3,1.8,.714,1.4,2.3,3.6,0.2,0.3,0.6,0.7,2.1,4.5,1994/1995
Vernon Maxwell,SG,28,HOU,75,73,34.3,5.1,13.0,.389,1.6,5.4,.298,3.5,7.6,.454,.451,1.9,2.5,.749,0.6,2.5,3.1,5.1,1.7,0.3,2.5,1.9,13.6,1994/1995
Lee Mayberry,PG,23,MIL,82,6,18.0,2.0,4.9,.415,0.5,1.5,.345,1.5,3.5,.445,.466,0.7,1.0,.690,0.3,0.9,1.2,2.6,0.6,0.0,1.2,1.4,5.3,1994/1995
Xavier McDaniel,SF,30,BOS,82,5,24.0,4.7,10.2,.461,0.1,0.5,.244,4.6,9.7,.472,.467,1.8,2.6,.676,1.7,3.1,4.9,1.5,0.6,0.5,1.4,2.4,11.3,1994/1995
Derrick McKey,SF,27,IND,76,76,34.4,4.7,9.3,.500,0.1,0.4,.290,4.6,8.9,.510,.506,2.5,3.3,.756,1.7,3.6,5.3,4.3,1.5,0.6,3.0,3.3,12.0,1994/1995
Nate McMillan,PG,29,SEA,73,8,25.8,2.4,5.4,.447,0.7,1.8,.391,1.7,3.6,.475,.513,0.4,0.8,.564,0.7,3.2,3.9,5.3,3.0,0.3,1.7,2.8,6.0,1994/1995
Darnell Mee,SG,22,DEN,38,0,7.5,0.7,2.3,.318,0.1,0.6,.208,0.6,1.7,.359,.347,0.3,0.7,.444,0.4,0.5,0.9,0.4,0.4,0.3,0.5,0.9,1.9,1994/1995
Oliver Miller,C,23,PHO,69,30,25.9,4.0,6.6,.609,0.0,0.1,.222,4.0,6.5,.617,.611,1.2,2.0,.584,2.0,4.9,6.9,3.5,1.2,2.3,2.4,3.3,9.2,1994/1995
Reggie Miller*,SG,28,IND,79,79,33.4,6.6,13.2,.503,1.6,3.7,.421,5.1,9.5,.535,.562,5.1,5.6,.908,0.4,2.3,2.7,3.1,1.5,0.3,2.2,2.4,19.9,1994/1995
Chris Mills,SF,24,CLE,79,18,25.6,3.6,8.6,.419,0.5,1.5,.311,3.1,7.0,.443,.448,1.7,2.2,.778,1.7,3.4,5.1,1.6,0.7,0.6,1.1,2.9,9.4,1994/1995
Terry Mills,PF,26,DET,80,74,34.7,7.4,14.4,.511,0.3,0.9,.329,7.1,13.5,.523,.521,2.3,2.8,.797,2.4,6.0,8.4,2.2,0.8,0.8,1.9,3.9,17.3,1994/1995
Harold Miner,SG,22,MIA,63,31,21.6,4.0,8.4,.477,0.1,0.1,.667,4.0,8.3,.475,.481,2.4,2.9,.828,1.2,1.3,2.5,1.5,0.5,0.2,1.5,2.1,10.5,1994/1995
Sam Mitchell,PF,30,IND,75,18,14.5,1.9,4.1,.458,0.0,0.1,.000,1.9,4.0,.465,.458,1.1,1.5,.745,0.9,1.6,2.5,0.9,0.4,0.1,0.7,2.0,4.8,1994/1995
Tracy Moore,SG,28,DET,3,0,3.3,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.7,0.7,1.000,0.0,0.3,0.3,0.0,0.7,0.0,0.0,0.0,2.0,1994/1995
Darren Morningstar,C,24,TOT,23,15,16.0,1.7,3.6,.476,0.0,0.0,,1.7,3.6,.476,.476,0.8,1.3,.600,1.3,2.2,3.5,0.7,0.6,0.1,0.8,3.0,4.2,1994/1995
Darren Morningstar,C,24,DAL,22,15,16.5,1.7,3.7,.469,0.0,0.0,,1.7,3.7,.469,.469,0.8,1.4,.600,1.4,2.2,3.6,0.7,0.6,0.1,0.9,3.1,4.3,1994/1995
Darren Morningstar,C,24,UTA,1,0,4.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1994/1995
Chris Morris,SF,28,NJN,50,27,27.0,4.1,9.1,.447,1.1,2.9,.361,3.0,6.1,.489,.506,1.7,2.4,.720,1.8,2.7,4.6,1.7,1.1,1.0,1.0,2.4,10.9,1994/1995
Alonzo Mourning*,C,23,CHH,60,59,33.6,7.1,14.1,.505,0.0,0.0,.000,7.1,14.1,.507,.505,7.2,9.5,.762,3.0,7.2,10.2,1.4,0.5,3.1,3.3,3.5,21.5,1994/1995
Chris Mullin*,SF,30,GSW,62,39,37.5,6.6,14.0,.472,0.9,2.4,.364,5.7,11.6,.494,.503,2.7,3.5,.753,1.0,4.5,5.6,5.1,1.7,0.9,2.9,1.8,16.8,1994/1995
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1994/1995
